Index,Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area
111733,1 BHK Ready to Occupy Flat for sale in Bengal Peerless Animikha Rajarhat,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.,23 Lac ,4792.0,kolkata,400.0,Ready to Move,3.0,Resale,Semi-Furnished,,,Bengal Peerless Animikha,1.0,1,,,,,
79524,"3 BHK Ready to Occupy Flat for sale Kollur, Outer Ring Road","This beautiful 3 BHK Flat is available for sale in Kollur, Hyderabad. Invest your valuable money in this flat that is for resale. This ready to move flat located in Kollur is available for purchase at a fair price of INR 60 Lac. The apartment's possession date is May '23. The spacious apartment is unfurnished.",60 Lac ,4167.0,hyderabad,1200.0,Ready to Move,10.0,Resale,Unfurnished,,,,2.0,2,,,,,
142684,1 BHK Ready to Occupy Flat for sale Uttam Nagar West,"One can find this stunning 1 BHK flat for sale in Uttam Nagar West, New Delhi. Your search ends here, because this flat for resale is among the best bargains in town. This ready to move flat in Uttam Nagar West can be taken at a very economical pricing of INR 18 Lac. The flat is available in furnished condition.",18 Lac ,18000.0,new-delhi,50.0,Ready to Move,1.0,Resale,Furnished,,,,1.0,1,,,,,
85368,3 BHK Ready to Occupy Flat for sale in Vishrant soham Jagatpura,3 BHK flat available for sale in Jaipur in the prime location of Jagatpura. This flat is situated within the renown township of Vishrant Soham. This apartment is a property of choice for resale. The ready to move flat in Jagatpura is all ready for sale at a low-priced budget of INR 45 Lac. The flat is available in semi-furnished condition.,45 Lac ,3600.0,jaipur,1250.0,Ready to Move,3.0,Resale,Semi-Furnished,,,Vishrant soham,3.0,2,,,,,
187291,3 BHK Ready to Occupy Flat for sale Airport Road,"Airport Road, Zirakpur has an appealing 3 BHK flat for sale with various amenities. This is a desirable apartment for sale. This ready to move flat in Airport Road can be availed at a reasonable price of INR 1.04 Cr. Its possession date is Jan '23. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level. schools,d mart,pvr,food courts. are some of the key nearby landmarks.",1.04 Cr ,6250.0,zirakpur,1250.0,Ready to Move,4.0,New Property,Semi-Furnished,,,,3.0,3,,Freehold,,,
39334,3 BHK Ready to Occupy Flat for sale in Bhartiya City Nikoo Homes Phase 2 Thanisandra Main Road,"Thanisandra Main Road, Bangalore has an appealing 3 BHK flat for sale with various amenities. Ideally situated in the Bhartiya City Nikoo Homes Phase 2 township it enjoys a prime location. This flat is an attractive property for resale. This ready to move property in Thanisandra Main Road is readily available within an affordable cost of INR 3.10 Cr. The possession date of the flat stands at Jul '22. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level.",3.10 Cr ,13108.0,bangalore,1415.0,Ready to Move,32.0,Resale,Semi-Furnished,East,,,3.0,3,,,,,
1994,2 BHK Ready to Occupy Flat for sale in Jaydev Tower Kandivali West,This ready to move-in 2 BHK flat is available for sale at the premium Kandivali West in Mumbai. It is in a prime location within the Jaydev Tower. This apartment is a property of choice for resale. The ready to move flat in the prime area of Kandivali West is available at a reasonable price of INR 1.40 Cr. The flat is available in unfurnished condition. The flat is in close proximity to prominent landmarks like nr. swami samarth temple.,1.40 Cr ,13659.0,mumbai,658.0,Ready to Move,5.0,Resale,Unfurnished,East,"Garden/Park, Main Road",Jaydev Tower,2.0,3,1 Covered,Co-operative Society,,,
125883,3 BHK Ready to Occupy Flat for sale Laxmi Nagar,"Creatively planned and constructed is a 3 BHK flat for sale in Laxmi Nagar, New Delhi. This flat is available as a sale property. This ready to move flat is offered at an economical price of INR 85 Lac. It is a semi-furnished apartment. Landmarks near the apartment include near by laxmi nagar metro.",85 Lac ,6800.0,new-delhi,1250.0,Ready to Move,2.0,New Property,Semi-Furnished,North - East,,,2.0,1,,Freehold,,,
157213,"3 BHK Ready to Occupy Flat for sale Greenfield Colony, Mathura Road","This magnificent 3 BHK Flat is available for sale in Greenfield Colony, Faridabad. This flat for sale has a desirable location. The ready to move flat in the prime area of Greenfield Colony is available at a reasonable price of INR 94 Lac. It is a unfurnished apartment. The property is constructed with proximity to major landmarks like nhpc metro station.",94 Lac ,6072.0,faridabad,1460.0,Ready to Move,1.0,New Property,Unfurnished,North - East,"Garden/Park, Main Road",,3.0,2,"1 Covered,",Freehold,,,
129679,3 BHK Ready to Occupy Flat for sale in Harmony Apartment Dwarka Sector 23,"Dwarka Sector 23, New Delhi has an appealing 3 BHK flat for sale with various amenities. Situated in the Harmony Apartment township, it has a prime location. This apartment for resale is a great choice. You can buy this ready to move flat in Dwarka Sector 23 at a reasonable price of INR 2.35 Cr. The apartment is semi-furnished. Landmarks near the apartment include paramount international school.",2.35 Cr ,10930.0,new-delhi,1760.0,Ready to Move,6.0,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",Harmony Apartment,4.0,3,"1 Covered,",Freehold,,,
117916,3 BHK Ready to Occupy Flat for sale in Kanak Durga Apartment Dwarka Sector 12,"Carefully laid out in the prime location of Dwarka Sector 12 in New Delhi, this spacious 3 BHK flat on sale is a meticulously planned project. Situated in the Kanak Durga Apartment township, it has a prime location. This flat all equipped with required facilities, is up for resale. This ready to move flat in Dwarka Sector 12 comes at an affordable price of INR 2 Cr. This contemporary apartment is furnished. The flat is in close proximity to prominent landmarks like near city centre mall..",2 Cr ,11111.0,new-delhi,1600.0,Ready to Move,8.0,Resale,Furnished,North - East,"Garden/Park, Main Road",Kanak Durga Apartment,2.0,5,2 Open,Freehold,,,
50503,4 BHK Ready to Occupy Flat for sale in Mayfield Garden Sector 51,"This exquisite 4 BHK Flat is offered for sale in Sector 51, Gurgaon. It enjoys an excellent location within the Mayfield Garden. This is one of the best properties available for sale. In Sector 51, this ready to move flat is available at an attractive price of INR 2.05 Cr. This contemporary apartment is semi-furnished. The prime landmarks near this property are sector 46, sector 45, malibu town, south city 2, ardee city, sector 43.",2.05 Cr ,7321.0,gurgaon,2300.0,Ready to Move,3.0,New Property,Semi-Furnished,North,Garden/Park,Mayfield Garden,4.0,2,2 Covered,Freehold,,,
187180,3 BHK Ready to Occupy Flat for sale in Imperial Garden Peer Muchalla,"This exquisite 3 BHK Flat is offered for sale in Peer Muchalla, Zirakpur. This flat is placed in a marvellous location within the Imperial Garden complex. Your search ends here, because this flat for resale is among the best bargains in town. This apartment in one of the significant areas of Peer Muchalla is ready to move, and can be purchased at the best price of INR 44 Lac. You will find it furnished. trishla little india are some major landmarks near the apartment.",44 Lac ,3911.0,zirakpur,700.0,Ready to Move,3.0,Resale,Furnished,East,Main Road,Imperial Garden,3.0,2,,Freehold,,,
72950,3 BHK Ready to Occupy Flat for sale SKYLINE RESIDENCY Hyderabad,"This beautiful 3 BHK Flat is available for sale in SKYLINE RESIDENCY, Hyderabad. This flat for resale is the perfect property for you! This ready to move flat in SKYLINE RESIDENCY comes at an affordable price of INR 81 Lac. This leading project is ready for possession as of Jun '23. The flat is unfurnished and makes for an ideal choice for any family.",81 Lac ,5400.0,hyderabad,1000.0,Ready to Move,3.0,Resale,Unfurnished,,,,3.0,1,,,,,
74990,3 BHK Ready to Occupy Flat for sale SKYLINE RESIDENCY Hyderabad,"This beautiful 3 BHK Flat is available for sale in SKYLINE RESIDENCY, Hyderabad. This flat for resale is the perfect property for you! This ready to move flat in SKYLINE RESIDENCY comes at an affordable price of INR 81 Lac. This leading project is ready for possession as of Jun '23. The flat is unfurnished and makes for an ideal choice for any family.",81 Lac ,5400.0,hyderabad,1000.0,Ready to Move,3.0,Resale,Unfurnished,,,,3.0,1,,,,,
36034,3 BHK Ready to Occupy Flat for sale in Bhartiya City Nikoo Homes Phase 2 Thanisandra Main Road,"Thanisandra Main Road, Bangalore has an appealing 3 BHK flat for sale with various amenities. Ideally situated in the Bhartiya City Nikoo Homes Phase 2 township it enjoys a prime location. This flat is an attractive property for resale. This ready to move property in Thanisandra Main Road is readily available within an affordable cost of INR 3.10 Cr. The possession date of the flat stands at Jul '22. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level.",3.10 Cr ,13108.0,bangalore,1415.0,Ready to Move,32.0,Resale,Semi-Furnished,East,,,3.0,3,,,,,
187210,3 BHK Ready to Occupy Flat for sale in Savitry Greens VIP Road,"This beautiful 3 BHK Flat is available for sale in VIP Road, Zirakpur. Take the experience of contemporary living to a new high, with exquisitely designed apartments at Savitry Greens. This is one of the best properties available for sale. The ready to move flat in the prime area of VIP Road is available at a reasonable price of INR 70 Lac. This flat is an ideal choice because it is an semi-furnished apartment with all basic amenities. Some nearby landmarks are this property is nearby international airport ..",70 Lac ,3804.0,zirakpur,833.0,Ready to Move,11.0,New Property,Semi-Furnished,East,Garden/Park,Savitry Greens,3.0,3,,Freehold,,,
142890,3 BHK Ready to Occupy Flat for sale in East of Kailash East Of Kailash Block B,"East Of Kailash Block B, New Delhi has an appealing 3 BHK flat for sale with various amenities. Situated in the East Of Kailash township, it has a prime location. Your search ends here, because this flat for sale is among the best bargains in town. The ready to move flat in East Of Kailash Block B is all ready for sale at a low-priced budget of INR 2.35 Cr. The flat is semi-furnished and makes for an ideal choice for any family.",2.35 Cr ,20435.0,new-delhi,1000.0,Ready to Move,1.0,New Property,Semi-Furnished,,,East of Kailash,3.0,2,,,,,
13605,2 BHK Ready to Occupy Flat for sale Gota,"Up for immediate sale is a 2 BHK apartment in Gota, Ahmedabad. Don't miss this bargain flat for sale. This flat is available as a resale property. The ready to move flat in Gota is all ready for sale at a low-priced budget of INR 52 Lac. This premium semi-furnished flat spells quality and comfort at a competitive price. The property is strategically placed near prominent places as vandematram icon which make for the smooth living of residents.",52 Lac ,4896.0,ahmedabad,743.0,Ready to Move,,Resale,Semi-Furnished,,"Garden/Park, Pool, Main Road",,2.0,1,,Freehold,,,
50127,3 BHK Ready to Occupy Flat for sale in Ireo Victory Valley Sector 67,"3 BHK flat available for sale in Gurgaon in the prime location of Sector 67. This flat is placed in a marvellous location within the Ireo Victory Valley complex. This flat all equipped with required facilities, is up for resale. This apartment in one of the significant areas of Sector 67 is ready to move, and can be purchased at the best price of INR 2.99 Cr. This flat is an ideal choice because it is an semi-furnished apartment with all basic amenities.",2.99 Cr ,12627.0,gurgaon,1600.0,Ready to Move,9.0,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",Ireo Victory Valley,3.0,2,,Freehold,,,
81770,3 BHK Ready to Occupy Flat for sale SKYLINE RESIDENCY Hyderabad,"This beautiful 3 BHK Flat is available for sale in SKYLINE RESIDENCY, Hyderabad. This flat for resale is the perfect property for you! This ready to move flat in SKYLINE RESIDENCY comes at an affordable price of INR 81 Lac. This leading project is ready for possession as of Jun '23. The flat is unfurnished and makes for an ideal choice for any family.",81 Lac ,5400.0,hyderabad,1000.0,Ready to Move,3.0,Resale,Unfurnished,,,,3.0,1,,,,,
92702,2 BHK Ready to Occupy Flat for sale in Vedic Village Rajarhat,,41 Lac ,4316.0,kolkata,760.0,Ready to Move,5.0,New Property,Unfurnished,South,"Garden/Park, Main Road",Vedic Village,2.0,1,,Freehold,,,
96519,2 BHK Ready to Occupy Flat for sale in Arbi 5th Avenue Madhyamgram,"New fully furnished flat of 3yrs with separate covered garrage of 160 sq feet. Jessore road 3min, Madhyamgram Chowmatha 7min, Madhyamgram Station 5min, Star mall 4min. Owner property, NO BROKERAGE. 2BEDROOMS, 2TOILETS, 1BALCONY. Modular kitchen with Chimney, 2 wardrobes, False Ceiling across all the rooms, TV unit, Wine Rack, Curtains, Pureit Ultima water Purifier, 1 king size hydrolic storage Bed, Air conditionerAC pre installed. Prime location. Negotiable. Urgent Sale",31 Lac ,3827.0,kolkata,680.0,Ready to Move,3.0,Resale,Furnished,South -West,Main Road,Arbi 5th Avenue,2.0,1,,Freehold,,,
169483,2 BHK Ready to Occupy Flat for sale in AWHO silver sand island Vyttila,"Vyttila, Kochi has an attractive 2 BHK Flat for sale. This flat is situated in the Awho Silver Sand Island township and is equipped with premium facilities. This flat all equipped with required facilities, is up for resale. This apartment in one of the significant areas of Vyttila is ready to move, and can be purchased at the best price of INR 1 Cr. This flat is an ideal choice because it is an furnished apartment with all basic amenities. The flat is easily approachable because it is near to vytilla mobility hub.awho project is located in silver sand island.",1 Cr ,7692.0,kochi,1200.0,Ready to Move,9.0,Resale,Furnished,North - East,Garden/Park,AWHO silver sand island,2.0,2,"1 Covered,",Freehold,,,
30490,2 BHK Ready to Occupy Flat for sale in GM Global Techies Town Phase 1 Electronics City,"2 BHK flat available for sale in Bangalore in the prime location of Electronics City Phase 1. Strategically situated in the Gm Global Techies Town site, it is placed at a prime location. Invest your valuable money in this flat that is for resale. Located in Electronics City Phase 1, this ready to move apartment is sold at a fair selling price of INR 86.3 Lac. This premium unfurnished flat spells quality and comfort at a competitive price.",86.3 Lac ,7500.0,bangalore,1000.0,Ready to Move,7.0,Resale,Unfurnished,East,Garden/Park,,2.0,1,1 Covered,Freehold,,,
80435,3 BHK Ready to Occupy Flat for sale Manikonda Jagir,"One can find this stunning 3 BHK flat for sale in Manikonda Jagir, Hyderabad. Invest your valuable money in this flat that is for resale. This apartment ready to move in the Manikonda Jagir is available for an attractive price of INR 1.40 Cr. The flat is sold in semi-furnished condition.",1.40 Cr ,6931.0,hyderabad,1700.0,Ready to Move,2.0,Resale,Semi-Furnished,East,Main Road,,3.0,2,,Freehold,,,
26890,2 BHK Ready to Occupy Flat for sale in GM Global Techies Town Phase 1 Electronics City,"2 BHK flat available for sale in Bangalore in the prime location of Electronics City Phase 1. Strategically situated in the Gm Global Techies Town site, it is placed at a prime location. Invest your valuable money in this flat that is for resale. Located in Electronics City Phase 1, this ready to move apartment is sold at a fair selling price of INR 86.3 Lac. This premium unfurnished flat spells quality and comfort at a competitive price.",86.3 Lac ,7500.0,bangalore,1000.0,Ready to Move,7.0,Resale,Unfurnished,East,Garden/Park,,2.0,1,1 Covered,Freehold,,,
98913,3 BHK Ready to Occupy Flat for sale in Elita Garden Vista Action Area III,"3BHK with 1956 sqft flat available for sale in a most renowned complex Alaktika in New Town AA3, which is well connected from all basic necessity, this flat is located in north east corner, with a covered register car parking space. All modern amenities like Intercom facility, security personnel, maintenance staff, park, water storage, club house, community center, fitness centre. Area is quite calm ideal for leaving with family.",1.21 Cr ,6189.0,kolkata,1450.0,Ready to Move,18.0,Resale,Furnished,North - East,Garden/Park,Elita Garden Vista,3.0,2,1 Covered,Freehold,,,
111537,2 BHK Ready to Occupy Flat for sale in DLF New Town Heights Rajarhat,"2 BHK, Multistorey Apartment is available for Sale in Rajarhat, Kolkata for 72.0 Lac(s)",72 Lac ,5728.0,kolkata,900.0,Ready to Move,2.0,Resale,Unfurnished,East,"Pool, Garden/Park, Main Road",DLF New Town Heights,2.0,2,,,,,
165184,2 BHK Ready to Occupy Flat for sale in Sindhu Residency Lam,"Discover this immaculate 2 BHK flat for sale at the pristine Lam in Guntur. Take the experience of contemporary living to a new high, with exquisitely designed apartments at Sindhu Residency. This apartment for resale is a great choice. The ready to move flat in the prime area of Lam is available at a reasonable price of INR 34.5 Lac. Available in unfurnished state, this flat is a great buy. This 2 BHK flat boasts of being in close proximity to significant landmarks like road opp chalapathi engineering college arch, also very close to n g ranga agriculture university and delhi public school that enhance the overall living experience.",34.5 Lac ,3000.0,guntur,1150.0,Ready to Move,2.0,Resale,Unfurnished,West,"Garden/Park, Main Road",Sindhu Residency,2.0,1,,Freehold,,,
78339,2 BHK Ready to Occupy Flat for sale in NLC Aadya Ameenpur,This ready to move-in 2 BHK flat is available for sale at the premium Ameenpur in Hyderabad. This flat is situated in the Nlc Aadya township and is equipped with premium facilities. This flat is an attractive property for sale. This ready to move flat in Ameenpur comes at an affordable price of INR 68.1 Lac. This flat is an ideal choice because it is an unfurnished apartment with all basic amenities. ameenpur are a few nearby landmarks.,68.1 Lac ,5843.0,hyderabad,233.0,Ready to Move,2.0,New Property,Unfurnished,West,Main Road,,2.0,2,1 Covered,Freehold,,,
158967,3 BHK Ready to Occupy Flat for sale in Apex The Florus Vasundhara,"Vasundhara, Ghaziabad has an attractive 3 BHK Flat for sale. Take the experience of contemporary living to a new high, with exquisitely designed apartments at Apex The Florus. This flat for resale is just the type of property you have been searching for! This apartment ready to move in the Vasundhara is available for an attractive price of INR 1.10 Cr. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level. Some nearby landmarks are nearby apex green valley.",1.10 Cr ,7682.0,ghaziabad,1074.0,Ready to Move,3.0,Resale,Semi-Furnished,North - East,Garden/Park,Apex The Florus,2.0,3,,Freehold,,,
3311,2 BHK Ready to Occupy Flat for sale Ghatlodiya,2 BHK flat available for sale in Ahmedabad in the prime location of Ghatlodiya. This flat for resale is a choice property. This apartment ready to move in the Ghatlodiya is available for an attractive price of INR 47 Lac. The flat is furnished and is suitable for any family size. The property is strategically placed near prominent places as kk. nagar road gatlodiya which make for the smooth living of residents.,47 Lac ,4541.0,ahmedabad,672.0,Ready to Move,9.0,Resale,Furnished,East,"Garden/Park, Pool, Main Road",,2.0,2,"1 Covered,",Freehold,,,
101440,2 BHK Ready to Occupy Flat for sale Nayabad,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.,42 Lac ,4521.0,kolkata,745.0,Ready to Move,1.0,Resale,Furnished,North - East,Main Road,,2.0,1,1 Covered,Freehold,,,
184797,4 BHK Ready to Occupy Flat for sale in Bay front jewel apartment Sagar Nagar,"This lovely 4 BHK Flat in Sagar Nagar, Visakhapatnam is up for sale. Take the experience of contemporary living to a new high, with exquisitely designed apartments at Bay Front Jewel Apartment. This flat for resale is the perfect property for you! This ready to move flat is offered at an economical price of INR 1.70 Cr. The flat is semi-furnished and is suitable for any family size. are you seeking a tranquil and luxurious living space in the heart of are some of the well-known landmarks in this locality.",1.70 Cr ,7039.0,visakhapatnam,1900.0,Ready to Move,1.0,Resale,Semi-Furnished,South,Main Road,Bay front jewel apartment,4.0,3,"2 Covered,",Freehold,,,
166369,3 BHK Ready to Occupy Flat for sale kaushalya my homes nagpur road jabalpur Jabalpur,"This magnificent 3 BHK Flat is available for sale in kaushalya my homes nagpur road jabalpur, Jabalpur. This apartment for resale is a great choice. This apartment in one of the significant areas of kaushalya my homes nagpur road jabalpur is ready to move, and can be purchased at the best price of INR 35 Lac. The flat is uniquely designed to enhance the living style. It is unfurnished, studded with all the basic facilities.",35 Lac ,3182.0,jabalpur,900.0,Ready to Move,2.0,Resale,Unfurnished,,,,3.0,2,,,,,
39849,3 BHK Ready to Occupy Flat for sale in Embassy Residency Sholinganallur,"One can find this stunning 3 BHK flat for sale in Sholinganallur, Chennai. Ideally situated in the Embassy Residency township it enjoys a prime location. This premium flat is available for sale at an unbelievable price, so, grab it before it's gone! This ready to move flat in Sholinganallur is available for a reasonable price of INR 92 Lac. It is unfurnished to accommodate your needs. located near global hospital are a few nearby landmarks.",92 Lac ,5951.0,chennai,1000.0,Ready to Move,15.0,New Property,Unfurnished,East,Garden/Park,,2.0,1,1 Covered,Freehold,,,
72513,3 BHK Ready to Occupy Flat for sale in Durga Enclave Chanakyapuri Malkajgiri,"Up for immediate sale is a 3 BHK apartment in Chanakyapuri, Hyderabad. Don't miss this bargain flat for sale. This flat is placed in a marvellous location within the Durga Enclave complex. This flat for resale is just the type of property you have been searching for! You can buy this ready to move flat in Chanakyapuri at a reasonable price of INR 90 Lac. The apartment is semi-furnished. reliance petrol pump are some of the key nearby landmarks.",90 Lac ,5468.0,hyderabad,1500.0,Ready to Move,2.0,Resale,Semi-Furnished,West,,,3.0,2,,Power Of Attorney,,,
98230,2 BHK Ready to Occupy Flat for sale Nayabad,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.,42 Lac ,4521.0,kolkata,745.0,Ready to Move,1.0,Resale,Furnished,North - East,Main Road,,2.0,1,1 Covered,Freehold,,,
132553,3 BHK Ready to Occupy Flat for sale in Him Hit Sadbhavna Apartments Dwarka Sector 22,"This gorgeous 3 BHK Flat is available for sale in Dwarka Sector 22, New Delhi. Strategically situated in the Him Hit Sadbhavna Apartments site, it is placed at a prime location. This is one of the best properties available for resale. The ready to move flat in the prime area of Dwarka Sector 22 is available at a reasonable price of INR 1.89 Cr. The flat is sold in furnished condition. The property is strategically placed near prominent places as near sector 21 metro station which make for the smooth living of residents.",1.89 Cr ,10500.0,new-delhi,1500.0,Ready to Move,4.0,Resale,Furnished,East,"Garden/Park, Main Road",Him Hit Sadbhavna Apartments,3.0,3,2 Open,Freehold,,,
162255,2 BHK Ready to Occupy Flat for sale in Mahagun Mantra 2 Greater Noida West,"Creatively planned and constructed is a 2 BHK flat for sale in Greater Noida West, Greater Noida. This flat is situated within the renown township of Mahagun Mantra 2. This is one of the best properties available for resale. This ready to move flat in Greater Noida West comes at an affordable price of INR 66 Lac. The homebuyer should know the possession date of this flat is Jul '22. It is unfurnished to accommodate your needs. petrol pump are a few nearby landmarks.",66 Lac ,5867.0,greater-noida,725.0,Ready to Move,9.0,Resale,Unfurnished,North - East,"Garden/Park, Pool",Mahagun Mantra 2,2.0,3,,Leasehold,,,
132627,2 BHK Ready to Occupy Flat for sale in Aadarsh Apartment Dwarka Sector 3,"Dwarka Sector 3, New Delhi has an appealing 2 BHK flat for sale with various amenities. Ideally situated in the Aadarsh Apartment township it enjoys a prime location. This flat for resale has a desirable location. This ready to move flat in Dwarka Sector 3 can be taken at a very economical pricing of INR 75 Lac. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level. The prime landmarks near this property are orp dwarka sec 5..",75 Lac ,7895.0,new-delhi,850.0,Ready to Move,1.0,Resale,Semi-Furnished,East,Main Road,Aadarsh Apartment,2.0,2,2 Open,Freehold,,,
151610,2 BHK Ready to Occupy Flat for sale in Steel Strips Towers Dera Bassi,"Up for immediate sale is a 2 BHK apartment in Dera Bassi, Chandigarh. Don't miss this bargain flat for sale. Well-tucked in the Steel Strips Towers township, the property is easily accessible. This is one of the best properties available for sale. This apartment in one of the significant areas of Dera Bassi is ready to move, and can be purchased at the best price of INR 50.1 Lac. Its date of possession is Jul '23. The flat is sold in semi-furnished condition. Prominent landmarks in and around this locality are 15 min chandigarh 5 minsmcdonalds, kfc.",50.1 Lac ,4110.0,chandigarh,841.0,Ready to Move,2.0,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",Steel Strips Towers,2.0,2,"1 Covered,",Freehold,,,
137655,2 BHK Ready to Occupy Flat for sale Laxmi Nagar,"This lovely 2 BHK Flat in Laxmi Nagar, New Delhi is up for sale. This flat all equipped with required facilities, is up for resale. This ready to move flat located in Laxmi Nagar is available for purchase at a fair price of INR 30 Lac. The flat is semi-furnished and makes for an ideal choice for any family. Prominent landmarks in and around this locality are delhi convert school.",30 Lac ,6000.0,new-delhi,400.0,Ready to Move,2.0,Resale,Semi-Furnished,East,"Garden/Park, Main Road",,1.0,1,1 Open,Freehold,,,
64219,"2 BHK Ready to Occupy Flat for sale in Laxmi Apartments Sector 99A, Delhi Gurgaon Expressway",2 BHK flat available for sale in Gurgaon in the prime location of Sector 99A. This flat is situated in the Laxmi Apartments township and is equipped with premium facilities. This is one of the best properties available for sale. This ready to move flat in Sector 99A can be taken at a very economical pricing of INR 30 Lac. This immaculate flat boasts of coming in unfurnished form which takes the entire deal to the next level.,30 Lac ,5425.0,gurgaon,600.0,Ready to Move,12.0,New Property,Unfurnished,East,Garden/Park,Laxmi Apartments,1.0,2,,Co-operative Society,,,
138707,3 BHK Ready to Occupy Flat for sale in DDA Sanskriti Apartments DS 19,"One can find this stunning 3 BHK flat for sale in Dwarka Sector 19, New Delhi. It is in a prime location within the Dda Sanskriti Apartments. This premium flat is available for resale at an unbelievable price, so, grab it before it's gone! This apartment in one of the significant areas of Dwarka Sector 19 is ready to move, and can be purchased at the best price of INR 1.56 Cr. The flat is semi-furnished and is suitable for any family size. The flat is easily approachable because it is near to opg world school.",1.56 Cr ,9750.0,new-delhi,1350.0,Ready to Move,3.0,Resale,Semi-Furnished,East,"Garden/Park, Main Road",DDA Sanskriti Apartments,2.0,3,"1 Covered,",Freehold,,,
186843,3 BHK Ready to Occupy Flat for sale Ambala Highway,"This ready to move-in 3 BHK flat is available for sale at the premium Ambala Highway in Zirakpur. This flat for sale is just the type of property you have been searching for! This ready to move flat in Ambala Highway can be taken at a very economical pricing of INR 85.5 Lac. The apartment is semi-furnished. Significant landmarks in its proximity are sushma grande, chd ambala higway..",85.5 Lac ,5182.0,zirakpur,1155.0,Ready to Move,3.0,New Property,Semi-Furnished,East,"Garden/Park, Pool, Main Road",,3.0,3,"1 Covered,",Freehold,,,
134888,3 BHK Ready to Occupy Flat for sale in Defence Officers Apartment Dwarka Sector 4,"Creatively planned and constructed is a 3 BHK flat for sale in Dwarka Sector 4, New Delhi. This flat is placed in a marvellous location within the Defence Officers Apartment complex. This flat all equipped with required facilities, is up for resale. This ready to move flat in Dwarka Sector 4 comes at an affordable price of INR 1.58 Cr. Available in semi-furnished state, this flat is a great buy. The flat is easily approachable because it is near to nk bagrodia public school.",1.58 Cr ,9875.0,new-delhi,1300.0,Ready to Move,5.0,Resale,Semi-Furnished,East,Garden/Park,Defence Officers Apartment,2.0,2,"1 Covered,",Freehold,,,
157059,2 BHK Ready to Occupy Flat for sale in Amolik Residency Sector 86,"This attractive 2 BHK apartment can be found for sale in Sector 86, Faridabad. Situated in the excellent Amolik Residency township. The flat enjoys a prime location. Invest your valuable money in this flat that is for resale. This apartment in one of the significant areas of Sector 86 is ready to move, and can be purchased at the best price of INR 55 Lac. The apartment is semi-furnished. amolik chowk faridabad are some major landmarks near the apartment.",55 Lac ,5093.0,faridabad,880.0,Ready to Move,1.0,Resale,Semi-Furnished,East,Main Road,Amolik Residency,2.0,2,1 Covered,Freehold,,,
123465,2 BHK Ready to Occupy Flat for sale Laxmi Nagar,"This lovely 2 BHK Flat in Laxmi Nagar, New Delhi is up for sale. This flat all equipped with required facilities, is up for resale. This ready to move flat located in Laxmi Nagar is available for purchase at a fair price of INR 30 Lac. The flat is semi-furnished and makes for an ideal choice for any family. Prominent landmarks in and around this locality are delhi convert school.",30 Lac ,6000.0,new-delhi,400.0,Ready to Move,2.0,Resale,Semi-Furnished,East,"Garden/Park, Main Road",,1.0,1,1 Open,Freehold,,,
64267,3 BHK Ready to Occupy Flat for sale in orchid petals Sohna Gurgaon Road,"Up for immediate sale is a 3 BHK apartment in Sohna Gurgaon Road, Gurgaon. Don't miss this bargain flat for sale. Strategically situated in the Orchid Petals site, it is placed at a prime location. This apartment is a property of choice for resale. This ready to move flat in Sohna Gurgaon Road can be taken at a very economical pricing of INR 1.75 Cr. It is unfurnished to accommodate your needs.",1.75 Cr ,9695.0,gurgaon,1605.0,Ready to Move,5.0,Resale,Unfurnished,,,orchid petals,3.0,3,,,,,
135840,3 BHK Ready to Occupy Flat for sale in East of Kailash East Of Kailash Block B,"East Of Kailash Block B, New Delhi has an appealing 3 BHK flat for sale with various amenities. Situated in the East Of Kailash township, it has a prime location. Your search ends here, because this flat for sale is among the best bargains in town. The ready to move flat in East Of Kailash Block B is all ready for sale at a low-priced budget of INR 2.35 Cr. The flat is semi-furnished and makes for an ideal choice for any family.",2.35 Cr ,20435.0,new-delhi,1000.0,Ready to Move,1.0,New Property,Semi-Furnished,,,East of Kailash,3.0,2,,,,,
40818,3 BHK Ready to Occupy Flat for sale in Pragnya Eden Park Siruseri,"Have a look at this immaculate 3 BHK flat for sale in Siruseri, Chennai. The property is ideally located in a strategic location in Pragnya Eden Park township. This flat for sale is a choice property. This apartment in one of the significant areas of Siruseri is ready to move, and can be purchased at the best price of INR 87 Lac. The flat is unfurnished and is suitable for any family size. Some nearby landmarks are near siruseri sipcot.",87 Lac ,5163.0,chennai,1400.0,Ready to Move,5.0,New Property,Unfurnished,East,,,3.0,1,1 Covered,Freehold,,,
